Field Comm	Delta	Reporting Unit	Location	Capability	Component	Squadron Type	Mission	Task Number	Task Title	Task Full Name	MET Display Title	MET Analytics Series	MET Analytics Code	MET Analytics Name	MET Analytics Sort	MET Measure Full Name	Measure	Criteria Met	REMARK
Field Comm 3	07	0073 INTL/SURVEIL/RECON SQ 0006	Buckley Space Force Base	PS3AA	Active	Force Generation	Core	AFST 2.3.4	Process & Exploit Collected SIGINT Information	AFST 2.3.4 - Process & Exploit Collected SIGINT Information	Process & Exploit Collected SIGINT Information in CDO Environments	E	E007	Threat Environment and Threat Matrix for CAF units	6	E007 - Able to perform this MET in Disrupted Environment (Contested) / Threat Level 3 / All Forces Challenged	Able to perform this MET in Disrupted Environment (Contested) / Threat Level 3 / All Forces Challenged	Y	E007 - ictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	07	0074 INTL/SURVEIL/RECON SQ 0000	Los Angeles Air Force Base	PS3AA	Active	Force Generation	Core	AFOP 3.5.3.5	Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support	AFOP 3.5.3.5 - Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support	Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support in CDO environments	E	E007	Threat Environment and Threat Matrix for CAF units	6	E007 - Able to perform this MET in Disrupted Environment (Contested) / Threat Level 3 / All Forces Challenged	Able to perform this MET in Disrupted Environment (Contested) / Threat Level 3 / All Forces Challenged	Y	elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	03	0005 ELECTROMAG WARFARE SQ 0000	Los Angeles Air Force Base	ESDAA	Active	Force Generation	Core	AFTA 3.5.1.2.1	Perform Support to Space Operations	AFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	us torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	03	0005 ELECTROMAG WARFARE SQ 0000	Patrick Space Force Base	ESDAA	Guard	Force Generation	Core	AFTA 3.5.1.2.2	Perform Continuity of Space Operations	AFTA 3.5.1.2.2 - Perform Continuity of Space Operations	Perform Continuity of Space Operations in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	ng elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	03	0005 ELECTROMAG WARFARE SQ 0000	Peterson Space Force Base	ESDAA	Reserve	Force Generation	Core	AFTA 3.5.1.9.2	Perform Weapons and Tactics Functions	AFTA 3.5.1.9.2 - Perform Weapons and Tactics Functions	Perform Weapons and Tactics Functions in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	etuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	03	0005 ELECTROMAG WARFARE SQ 0000	New Boston Space Force Station	ESDAA	Active	Force Generation	Core	AFTA 3.5.1.9.3	Perform Space Crew Force Management	AFTA 3.5.1.9.3 - Perform Space Crew Force Management	Perform Space Crew Force Management in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	N	assa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	03	0005 ELECTROMAG WARFARE SQ 0000	New Boston Space Force Station	ESDAA	Active	Force Generation	Core	AFTA 3.5.3.5.2	Provide Space/Cyber Intelligence Support	AFTA 3.5.3.5.2 - Provide Space/Cyber Intelligence Support	Provide Space/Cyber Intelligence Support in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	a quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	05	0005 SPACE DE 0000	Peterson Space Force Base	7FVXA	Active	Force Generation	Core	AFOP 3.5.4.2	Provide Combined Space Operations Command and Control / Combat Support	AFOP 3.5.4.2 - Provide Combined Space Operations Command and Control / Combat Support	Provide Combined Space Operations Command and Control / Combat Support in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	E008 - ui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	05	0005 SPACE DE 0000	Buckley Space Force Base	7FVXA	Active	Force Generation	Core	AFTA 3.5.3.5.2	Provide Space/Cyber Intelligence Support	AFTA 3.5.3.5.2 - Provide Space/Cyber Intelligence Support	Provide Space/Cyber Intelligence Support in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	E008 - oncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	05	0005 SPACE DE 0000	Cape Cod Space Force Station	7FVXA	Reserve	Force Generation	Core	AFTA 3.5.3.5.4	Provide Intelligence Support to Targeting Process	AFTA 3.5.3.5.4 - Provide Intelligence Support to Targeting Process	Provide Intelligence Support to Targeting Process in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	E008 - ctum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	05	0005 SPACE DE 0000	Schriever Space Force Base	7FVXA	Reserve	Force Generation	Core	AFTA 3.5.4.2.1	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	AFTA 3.5.4.2.1 - Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces in CDO Environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Y	Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	08	0053 SPACE OPNS SQ 0002	Vandenberg Space Force Base	5SSFA	Active	Force Generation	Core	AFTA 3.5.3.4.2	Perform Wideband Military Satellite Communications	AFTA 3.5.3.4.2 - Perform Wideband Military Satellite Communications	Perform Wideband Military Satellite Communications in CDO environments	E	E008	Threat Environment and Threat Matrix for CAF units	6	E008 - Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	Able to perform this MET in Permissive Environment (Non Interference) / Threat Level 2 / US / Ally Advantage	N	ae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
